"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"D7J6R9BP","journalArticle","2024","Bazzoni, Emanuela; Cacciotto, Carla; Zobba, Rosanna; Pittau, Marco; Martella, Vito; Alberti, Alberto","Bat Ecology and Microbiome of the Gut: A Narrative Review of Associated Potentials in Emerging and Zoonotic Diseases","Animals","","2076-2615","10.3390/ani14203043","https://www.mdpi.com/2076-2615/14/20/3043","In this review, we tentatively tried to connect the most recent findings on the bat microbiome and to investigate on their microbial communities, that may vary even in conspecific hosts and are influenced by host physiology, feeding behavior and diet, social interactions, but also by habitat diversity and climate change. From a conservation perspective, understanding the potentially negative and indirect effects of habitat destruction on animal microbiota can also play a crucial role in the conservation and management of the host itself. According to the One Health concept, which recognizes an interdependence between humans, animals, and the environment, bat microbiota represents an indicator of host and environmental health, besides allowing for evaluation of the risk of emerging infectious diseases. We noticed that a growing number of studies suggest that animal microbiota may respond in various ways to changes in land use, particularly when such changes lead to altered or deficient food resources. We have highlighted that the current literature is strongly focused on the initial phase of investigating the microbial communities found in Chiroptera from various habitats. However, there are gaps in effectively assessing the impacts of pathogens and microbial communities in general in animal conservation, veterinary, and public health. A deeper understanding of bat microbiomes is paramount to the implementation of correct habitat and host management and to the development of effective surveillance protocols worldwide.","2024-01","2024-11-21 16:16:31","2024-11-21 16:16:36","2024-11-21 16:16:31","3043","","20","14","","","Bat Ecology and Microbiome of the Gut","","","","","","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","Number: 20 Publisher: Multidisciplinary Digital Publishing Institute","","C:\Users\rober\Zotero\storage\MENRDQIB\Bazzoni et al. - 2024 - Bat Ecology and Microbiome of the Gut A Narrative Review of Associated Potentials in Emerging and Z.pdf","","","<i>Chiroptera</i>; microbiome; pathogens; spillover; zoonotic diseases","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3GELT8X8","journalArticle","2023","Barbosa, Amanda D.; Egan, Siobhon; Feng, Yaoyu; Xiao, Lihua; Ryan, Una","How significant are bats as potential carriers of zoonotic <i>Cryptosporidium</i> and <i>Giardia</i>?","Current Research in Parasitology & Vector-Borne Diseases","","2667-114X","10.1016/j.crpvbd.2023.100155","https://www.sciencedirect.com/science/article/pii/S2667114X23000432","Bats are known to harbour various pathogens and are increasingly recognised as potential reservoirs for zoonotic diseases. This paper reviews the genetic diversity and zoonotic potential of Cryptosporidium and Giardia in bats. The risk of zoonotic transmission of Cryptosporidium from bats to humans appears low, with bat-specific Cryptosporidium genotypes accounting for 91.5% of Cryptosporidium-positive samples genotyped from bats worldwide, and C. parvum and C. hominis accounting for 3.4% each of typed positives, respectively. To date, there have only been sporadic detections of Giardia in bats, with no genetic characterisation of the parasite to species or assemblage level. Therefore, the role bats play as reservoirs of zoonotic Giardia spp. is unknown. To mitigate potential risks of zoonotic transmission and their public health implications, comprehensive research on Cryptosporidium and Giardia in bats is imperative. Future studies should encompass additional locations across the globe and a broader spectrum of bat species, with a focus on those adapted to urban environments.","2023-01-01","2024-11-21 16:17:00","2024-11-21 16:17:00","2024-11-21 16:17:00","100155","","","4","","Current Research in Parasitology & Vector-Borne Diseases","","","","","","","","","","","","","ScienceDirect","","","","","","","Bats; Public health; Reservoir; Zoonosis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XMJT7XDG","journalArticle","2023","Jones, Brent D.; Kaufman, Eli J.; Peel, Alison J.","Viral Co-Infection in Bats: A Systematic Review","Viruses","","1999-4915","10.3390/v15091860","https://www.mdpi.com/1999-4915/15/9/1860","Co-infection is an underappreciated phenomenon in contemporary disease ecology despite its ubiquity and importance in nature. Viruses, and other co-infecting agents, can interact in ways that shape host and agent communities, influence infection dynamics, and drive evolutionary selective pressures. Bats are host to many viruses of zoonotic potential and have drawn increasing attention in their role as wildlife reservoirs for human spillover. However, the role of co-infection in driving viral transmission dynamics within bats is unknown. Here, we systematically review peer-reviewed literature reporting viral co-infections in bats. We show that viral co-infection is common in bats but is often only reported as an incidental finding. Biases identified in our study database related to virus and host species were pre-existing in virus studies of bats generally. Studies largely speculated on the role co-infection plays in viral recombination and few investigated potential drivers or impacts of co-infection. Our results demonstrate that current knowledge of co-infection in bats is an ad hoc by-product of viral discovery efforts, and that future targeted co-infection studies will improve our understanding of the role it plays. Adding to the broader context of co-infection studies in other wildlife species, we anticipate our review will inform future co-infection study design and reporting in bats. Consideration of detection strategy, including potential viral targets, and appropriate analysis methodology will provide more robust results and facilitate further investigation of the role of viral co-infection in bat reservoirs.","2023-09","2024-11-21 16:17:51","2024-11-21 16:17:55","2024-11-21 16:17:51","1860","","9","15","","","Viral Co-Infection in Bats","","","","","","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","Number: 9 Publisher: Multidisciplinary Digital Publishing Institute","","C:\Users\rober\Zotero\storage\B5W8GUWV\Jones et al. - 2023 - Viral Co-Infection in Bats A Systematic Review.pdf","","","wildlife; chiroptera; review; co-infection; coinfection; viral co-infection; viral dynamics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QN7D4Y9Q","journalArticle","2023","Dundarova, Heliana; Ivanova-Aleksandrova, Nadya; Bednarikova, Sarka; Georgieva, Irina; Kirov, Krasimir; Miteva, Kalina; Neov, Boyko; Ostoich, Peter; Pikula, Jiri; Zukal, Jan; Hristov, Peter","Phylogeographic Aspects of Bat Lyssaviruses in Europe: A Review","Pathogens","","2076-0817","10.3390/pathogens12091089","https://www.mdpi.com/2076-0817/12/9/1089","During the last few decades, bat lyssaviruses have become the topic of intensive molecular and epidemiological investigations. Since ancient times, rhabdoviruses have caused fatal encephalitis in humans which has led to research into effective strategies for their eradication. Modelling of potential future cross-species virus transmissions forms a substantial component of the recent infection biology of rabies. In this article, we summarise the available data on the phylogeography of both bats and lyssaviruses in Europe and the adjacent reg ions, especially in the contact zone between the Palearctic and Ethiopian realms. Within these zones, three bat families are present with high potential for cross-species transmission and the spread of lyssaviruses in Phylogroup II to Europe (part of the western Palearctic). The lack of effective therapies for rabies viruses in Phylogroup II and the most divergent lyssaviruses generates impetus for additional phylogenetic and virological research within this geographical region.","2023-09","2024-11-21 16:18:17","2024-11-21 16:18:17","2024-11-21 16:18:17","1089","","9","12","","","Phylogeographic Aspects of Bat Lyssaviruses in Europe","","","","","","","en","http://creativecommons.org/licenses/by/3.0/","","","","www.mdpi.com","","Number: 9 Publisher: Multidisciplinary Digital Publishing Institute","","C:\Users\rober\Zotero\storage\IRF2FLXL\Dundarova et al. - 2023 - Phylogeographic Aspects of Bat Lyssaviruses in Europe A Review.pdf","","","evolution; Chiroptera; health; lyssavirus phylogroups; transition routes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4YSVZDIV","journalArticle","2023","de Souza, Núbia Nunes; Ursine, Renata Luiz; Cruz, Dardiane Santos; Xavier, Emanuelle de Moura Santos; Queiroz, Lorena dos Reis Pereira; Falcão, Luiz Alberto Dolabela; de Araújo, Walter Santos; Gontijo, Célia Maria Ferreira; Melo, Maria Norma; Vieira, Thallyta Maria","<i>Leishmania</i> species infection of bats: A systematic review","Acta Tropica","","0001-706X","10.1016/j.actatropica.2023.107025","https://www.sciencedirect.com/science/article/pii/S0001706X23002127","A wide variety of mammals, including domestic and wild species, have been considered potential hosts and reservoirs for Leishmania. Bats have longevity, dispersal capacity, and adaptability to synotropic environments, characteristics that may favor their role in maintaining the life cycle of parasites. Therefore, the objective of this study was to carry out a worldwide systematic review of the occurrence of Leishmania species in bats, as well as to identify associations between eating habits and the type of sample collected with the occurrence of the infection. Data were obtained from a bibliographic search for studies that used molecular methods to identify parasites, employing the keywords ""bats"" AND ""Leishmania"" and their synonyms. We found 68 original studies, of which 20 were included in this review. Most studies were conducted in Brazil (60 %) and only 10 % were conducted in Old World countries. In all, 48 bat species were recorded that hosted seven Leishmania species, resulting in 62 different host-parasite interactions, and the Leishmania infantum interaction with bat species presented higher frequency. There was no significant difference between Leishmania species richness, infection percentage, and type of sample analyzed, but in general, it is observed that the use of different biological samples seems to expand the possibility of parasite detection. The patterns observed here indicate that bats can become infected with a wide variety of Leishmania species and likely play an important role in maintaining the parasite's life cycle. Thus, we suggest that studies aimed at understanding the transmission cycle of leishmaniasis include the investigation of bats as potential hosts or reservoirs of Leishmania.","2023-12-01","2024-11-21 16:18:45","2024-11-21 16:18:45","2024-11-21 16:18:45","107025","","","248","","Acta Tropica","<i>Leishmania</i> species infection of bats","","","","","","","","","","","","ScienceDirect","","","","C:\Users\rober\Zotero\storage\CJE5TWPA\S0001706X23002127.html","","","Bat; Reservoir; Leishmania: Host; Review","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZMJRNCYK","journalArticle","2021","Low, Mary-Ruth; Hoong, Wong Zhi; Shen, Zhiyuan; Murugavel, Baheerathan; Mariner, Nikki; Paguntalan, Lisa Marie; Tanalgo, Krizler; Aung, Moe Moe; Sheherazade; Bansa, Lawrence Alan; Sritongchuay, Tuanjit; Preble, Jason Hideki; Aziz, Sheema Abdul","Bane or Blessing? Reviewing Cultural Values of Bats across the Asia-Pacific Region","Journal of Ethnobiology","","0278-0771, 2162-4496","10.2993/0278-0771-41.1.18","https://bioone.org/journals/journal-of-ethnobiology/volume-41/issue-1/0278-0771-41.1.18/Bane-or-Blessing-Reviewing-Cultural-Values-of-Bats-across-the/10.2993/0278-0771-41.1.18.full","Chiroptophobia, or the fear of bats, which encompasses negative perceptions of bats as disease vectors, pests, or harmful creatures associated with evil spirits, represents an important barrier to bat conservation globally. Derived largely from the influence of Western cultural perceptions, it ignores the diverse cultural perceptions of bats from other regions, which have been largely overlooked. To better understand local beliefs and cultural perceptions regarding bats across the Asia-Pacific region, and how they may help design culturally grounded conservation strategies, we conducted a review of publications in the English-language literature documenting cultural value of bats in Asia-Pacific traditions. We discovered 119 bat cultural values in 60 different cultures from 24 countries across the region and found a wide spectrum of reports, which we categorized according to five wildlife value categories and further categorized these values according to positive, neutral, and negative. We found that 62% of the cultures had only positive values, 8% had only neutral values, while 10% had only negative values. This suggests that the Asia-Pacific region and its cultures contain far more positive associations with bats than most Western societies and, as such, offer promising examples and opportunities to promote human-bat coexistence. However, we also discuss how local belief systems may not always align with daily practices or conservation objectives. We suggest employing targeted, culturally grounded and locally contextualized outreach strategies in order to carry out more effective bat conservation and education in Asia-Pacific countries.","2021-03","2024-01-09 23:24:30","2024-11-21 21:42:11","2024-11-21 19:16:27","18-34","","1","41","","etbi","Bane or Blessing?","","","","","","","","","","","","bioone.org","","Publisher: Society of Ethnobiology","","C:\Users\rober\Zotero\storage\7BKDGAN7\Low et al. - 2021 - Bane or Blessing Reviewing Cultural Values of Bats across the Asia-Pacific Region.pdf; C:\Users\rober\Zotero\storage\8XZCM462\Low et al. - 2021 - Bane or Blessing Reviewing Cultural Values of Bat.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MGMHEB5J","journalArticle","2023","Georgiakakis, Panagiotis; Kafkaletou Diez, Artemis; Salvarina, Ioanna; Benda, Petr; Billington, Geoffrey; Dietz, Christian; Billington, Jacquie; Cove, David; Davison, Stephen; Cooke, Martyn; Papadatou, Eleni","The Bats of Greece: An Updated Review of Their Distribution, Ecology and Conservation","Animals: an open access journal from MDPI","","2076-2615","10.3390/ani13152529","","Bats of Greece have been studied since the second half of the 19th century. Their distribution and ecology, however, remain poorly understood. Conservation efforts for the protection of the roosting and foraging habitats of their populations in Greece are limited. To date, 35 bat species have been recorded from Greece. Four species (Eptesicus anatolicus, Plecotus auritus, Myotis brandtii and Rousettus aegyptiacus) have a limited distribution in the country and the presence of one species (Myotis mystacinus) requires verification. The present study summarises all existing knowledge and adds several hundred new records on the distribution of bats of Greece. Additionally, it provides a summary of new insights on various aspects of their roosting ecology, foraging habitat use, altitudinal distribution, winter activity and landscape characteristics around major roosts. Finally, it discusses the current research and conservation needs of Greek bats.","2023-08-05","2024-11-21 19:18:06","2024-11-21 19:18:09","","2529","","15","13","","Animals (Basel)","The Bats of Greece","","","","","","","eng","","","","","PubMed","","PMID: 37570338 PMCID: PMC10417856","","; C:\Users\rober\Zotero\storage\W4PTCL5Z\Georgiakakis et al. - 2023 - The Bats of Greece An Updated Review of Their Distribution, Ecology and Conservation.pdf","http://www.ncbi.nlm.nih.gov/pubmed/37570338","","biodiversity; Chiroptera; foraging; roosting ecology; Balkans; Mediterranean","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VS9KDMVR","journalArticle","2023","Jaksic, Fabian M.; Martínez, David R.","Historical account and current knowledge of the southernmost Chiropterofauna in the world: the Magellanic/Fuegian bats","Studies on Neotropical Fauna and Environment","","0165-0521","10.1080/01650521.2023.2274146","https://doi.org/10.1080/01650521.2023.2274146","A depauperate Chiropterofauna consisting of essentially three bat species (the year-round residents Histiotus magellanicus and Myotis chiloensis, and the apparently migratory Lasiurus varius), exists in the challenging cold and windy environment of the Magellanic/Fuegian region, which encompasses territories in Argentina and Chile, both continental and insular. Knowledge of that bat fauna benefitted from earlier explorers and naturalists visiting such southerly and isolated geographical confines, but still lacks a comprehensive scientific study, particularly in face of expected green-energy projects using aerogenerators known to cause bat fatalities elsewhere. Currently, there is a paucity of information on the fine-scale geographic distribution, local abundance, and migration patterns of those bats that needs to be remedied as soon as possible. Our review may aid orienting and focusing such a research program, which should hopefully be binational, on account of the artificial nature of the border between Argentina and Chile in Tierra del Fuego.","2023","2024-11-21 19:19:28","2025-01-08 21:45:23","2024-11-21 19:19:28","1-12","","0","0","","","Historical account and current knowledge of the southernmost Chiropterofauna in the world","","","","","","","","","","","","Taylor and Francis+NEJM","","Publisher: Taylor & Francis _eprint: https://doi.org/10.1080/01650521.2023.2274146","","C:\Users\rober\Zotero\storage\BZYDV3WE\Jaksic y Martínez - Historical account and current knowledge of the southernmost Chiropterofauna in the world the Magel.pdf","","","Histiotus; Lasiurus; Magallanes; Myotis; Patagonia; Tierra del Fuego","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MKJBBNW4","journalArticle","2024","Gonzalez, Victoria; Hurtado-Monzón, Arianna M.; O'Krafka, Sabrina; Mühlberger, Elke; Letko, Michael; Frank, Hannah K.; Laing, Eric D.; Phelps, Kendra L.; Becker, Daniel J.; Munster, Vincent J.; Falzarano, Darryl; Schountz, Tony; Seifert, Stephanie N.; Banerjee, Arinjay","Studying bats using a One Health lens: bridging the gap between bat virology and disease ecology","Journal of Virology","","","10.1128/jvi.01453-24","https://journals.asm.org/doi/10.1128/jvi.01453-24","","2024-11-05","2024-11-21 19:28:05","2024-11-21 19:28:05","2024-11-21 19:28:05","e01453-24","","0","0","","","Studying bats using a One Health lens","","","","","","","","","","","","journals.asm.org (Atypon)","","Publisher: American Society for Microbiology","","C:\Users\rober\Zotero\storage\UGV742FC\Gonzalez et al. - 2024 - Studying bats using a One Health lens bridging the gap between bat virology and disease ecology.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ELJBF32Y","journalArticle","2023","Brown, Natalie; Escobar, Luis E.","A review of the diet of the common vampire bat (Desmodus rotundus) in the context of anthropogenic change","Mammalian Biology","","1618-1476","10.1007/s42991-023-00358-3","https://doi.org/10.1007/s42991-023-00358-3","The common vampire bat (Desmodus rotundus) maintains a diverse, sanguivorous diet, utilizing a broad range of prey taxa. As anthropogenic change alters the distribution of this species, shifts in predator–prey interactions are expected. Understanding prey richness and patterns of prey selection is, thus, increasingly informative from ecological, epidemiological, and economic perspectives. We reviewed D. rotundus diet and assessed the geographical, taxonomical, and behavioral features to find 63 vertebrate species within 21 orders and 45 families constitute prey, including suitable host species in regions of invasion outside D. rotundus’ range. Rodentia contained the largest number of species utilized by D. rotundus, though cattle were the most commonly reported prey source, likely linked to the high availability of livestock and visibility of bite wounds compared to wildlife. Additionally, there was tendency to predate upon species with diurnal activity and social behavior, potentially facilitating convenient and nocturnal predation. Our review highlights the dietary heterogeneity of D. rotundus across its distribution. We define D. rotundus as a generalist predator, or parasite, depending on the ecological definition of its symbiont roles in an ecosystem (i.e., lethal vs. non-lethal blood consumption). In view of the eminent role of D. rotundus in rabies virus transmission and its range expansion, an understanding of its ecology would benefit public health, wildlife management, and agriculture.","2023-08-01","2024-11-21 19:28:41","2025-01-08 17:17:43","2024-11-21 19:28:40","433-453","","4","103","","Mamm Biol","","","","","","","","en","","","","","Springer Link","","","","C:\Users\rober\Zotero\storage\N3IC9M8N\Brown y Escobar - 2023 - A review of the diet of the common vampire bat (Desmodus rotundus) in the context of anthropogenic c.pdf","","To Read","Anthropogenic; Common vampire bat; Desmodus rotundus; Diet; Predator; Prey; Rabies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DE58ZF2T","journalArticle","2023","Domingos-Melo, Arthur; Albuquerque-Lima, Sinzinando; Diniz, Ugo Mendes; Lopes, Ariadna Valentina; Machado, Isabel Cristina","Bat pollination in the Caatinga: A review of studies and peculiarities of the system in the new world's largest and most diverse seasonally dry tropical forest","Flora","","0367-2530","10.1016/j.flora.2023.152332","https://www.sciencedirect.com/science/article/pii/S0367253023001226","Bat pollination is one of the most recent pollination systems to have been discovered. While recent studies have provided novel insight into bat-flower interactions, there are gaps in knowledge regarding their geographic distribution, the role of floral traits in ensuring attractiveness and mechanical fit to bats, and details of the structure of interaction networks between plants and bats. Here, we review bat pollination in the Caatinga, the largest and most diverse Seasonally Dry Tropical Forest in the Neotropics, and a global hotspot for this pollination system. The first records of bat pollination date back less than 20 years and were mostly confined to a small area in the eastern part of the Caatinga. Over the last two decades, bat pollination has been confirmed for 22 genera of flowering plants from 12 families, through both direct observations and pollen records. Recent investigations of the floral biology of bat-pollinated plant species have revealed the role of floral traits such as styliflory, fragrant nectar, as well as white and greenish flowers without reflection in the ultraviolet range. Bat-pollinated plants in the Caatinga interact with at least 11 bat species (6 species of opportunistic and 5 species of specialized nectarivores). We list here another 126 Caatinga plant species that potentially might be bat-pollinated and should be targeted in future investigations. The high potential incidence of bat pollination (4.8% of the estimated flora) seems to be a peculiar feature of the Caatinga. We emphasize the urgency to perform nocturnal forays that will help to understand how bat pollination systems evolved in dry forests. This is particularly important because, similar to many other dry forests, the Caatinga is particularly sensitive to anthropogenic disturbance and there is currently a considerable risk that many plant species will be lost before their pollination biology is fully understood.","2023-08-01","2024-11-21 19:30:00","2024-11-21 19:30:18","2024-11-21 19:30:00","152332","","","305","","Flora","Bat pollination in the Caatinga","","","","","","","","","","","","ScienceDirect","","","","C:\Users\rober\Zotero\storage\ATLKKHWU\Domingos-Melo et al. - 2023 - Bat pollination in the Caatinga A review of studies and peculiarities of the system in the new worl.pdf; C:\Users\rober\Zotero\storage\6EPWHBFM\S0367253023001226.html","","","Bat pollination; Caatinga dry forest; Chiropterophily; Floral trait; Nectarivorous bats; Seasonal dry tropical forest","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YD7SQAIP","journalArticle","2018","Penone, Caterina; Kerbiriou, Christian; Julien, Jean-François; Marmet, Julie; Viol, Isabelle Le","Body size information in large-scale acoustic bat databases","PeerJ","","2167-8359","10.7717/peerj.5370","https://peerj.com/articles/5370","Background Citizen monitoring programs using acoustic data have been useful for detecting population and community patterns. However, they have rarely been used to study broad scale patterns of species traits. We assessed the potential of acoustic data to detect broad scale patterns in body size. We compared geographical patterns in body size with acoustic signals in the bat species Pipistrellus pipistrellus. Given the correlation between body size and acoustic characteristics, we expected to see similar results when analyzing the relationships of body size and acoustic signals with climatic variables. Methods We assessed body size using forearm length measurements of 1,359 bats, captured by mist nets in France. For acoustic analyses, we used an extensive dataset collected through the French citizen bat survey. We isolated each bat echolocation call (n = 4,783) and performed automatic measures of signals, including the frequency of the flattest part of the calls (characteristic frequency). We then examined the relationship between forearm length, characteristic frequencies, and two components resulting from principal component analysis for geographic (latitude, longitude) and climatic variables. Results Forearm length was positively correlated with higher precipitation, lower seasonality, and lower temperatures. Lower characteristic frequencies (i.e., larger body size) were mostly related to lower temperatures and northern latitudes. While conducted on different datasets, the two analyses provided congruent results. Discussion Acoustic data from citizen science programs can thus be useful for the detection of large-scale patterns in body size. This first analysis offers a new perspective for the use of large acoustic databases to explore biological patterns and to address both theoretical and applied questions.","2018-08-24","2024-09-19 23:51:17","2024-11-25 20:25:14","2024-11-21 22:21:36","e5370","","","6","","PeerJ","","","","","","","","en","","","","","peerj.com","","Publisher: PeerJ Inc.","","C:\Users\rober\Zotero\storage\IBY5BCSN\Penone et al. - 2018 - Body size information in large-scale acoustic bat databases.pdf; C:\Users\rober\Zotero\storage\45URSZG7\Penone et al. - 2018 - Body size information in large-scale acoustic bat databases.pdf","","To Read","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DPDIP6JB","journalArticle","2018","Teeling, Emma C.; Vernes, Sonja C.; Dávalos, Liliana M.; Ray, David A.; Gilbert, M. Thomas P.; Myers, Eugene; Bat1K Consortium","Bat Biology, Genomes, and the Bat1K Project: To Generate Chromosome-Level Genomes for All Living Bat Species","Annual Review of Animal Biosciences","","2165-8110","10.1146/annurev-animal-022516-022811","","Bats are unique among mammals, possessing some of the rarest mammalian adaptations, including true self-powered flight, laryngeal echolocation, exceptional longevity, unique immunity, contracted genomes, and vocal learning. They provide key ecosystem services, pollinating tropical plants, dispersing seeds, and controlling insect pest populations, thus driving healthy ecosystems. They account for more than 20% of all living mammalian diversity, and their crown-group evolutionary history dates back to the Eocene. Despite their great numbers and diversity, many species are threatened and endangered. Here we announce Bat1K, an initiative to sequence the genomes of all living bat species (n∼1,300) to chromosome-level assembly. The Bat1K genome consortium unites bat biologists (>148 members as of writing), computational scientists, conservation organizations, genome technologists, and any interested individuals committed to a better understanding of the genetic and evolutionary mechanisms that underlie the unique adaptations of bats. Our aim is to catalog the unique genetic diversity present in all living bats to better understand the molecular basis of their unique adaptations; uncover their evolutionary history; link genotype with phenotype; and ultimately better understand, promote, and conserve bats. Here we review the unique adaptations of bats and highlight how chromosome-level genome assemblies can uncover the molecular basis of these traits. We present a novel sequencing and assembly strategy and review the striking societal and scientific benefits that will result from the Bat1K initiative.","2018-02-15","2024-11-14 20:18:08","2025-01-08 21:27:32","","23-46","","","6","","Annu Rev Anim Biosci","Bat Biology, Genomes, and the Bat1K Project","","","","","","","eng","","","","","PubMed","","PMID: 29166127","","; C:\Users\rober\Zotero\storage\PDPTLKHD\annurev-animal-022516-022811.html; C:\Users\rober\Zotero\storage\4TMRK3DX\Teeling et al. - 2018 - Bat Biology, Genomes, and the Bat1K Project To Generate Chromosome-Level Genomes for All Living Bat.pdf","http://www.ncbi.nlm.nih.gov/pubmed/29166127","","Adaptation, Physiological; Animals; Biological Evolution; Chiroptera; echolocation; ecosystem; flight; Genome; High-Throughput Nucleotide Sequencing; immunity; longevity; mammals; Research Design","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YHVT4P3X","journalArticle","2024","Vidal, Luísa Lauren Lima; de Souza Santos, Lucilaine Valéria; Talamoni, Sônia Aparecida","Ecotoxicology of heavy metal contamination of Neotropical bats","Environmental Monitoring and Assessment","","1573-2959","10.1007/s10661-024-12553-x","https://doi.org/10.1007/s10661-024-12553-x","Although bats are responsible for many ecosystem services on which humans depend, they are frequently exposed to multiple anthropogenic stressors. Heavy metal (HM) exposure is an emerging threat of great significance to bats, yet the toxicity threshold for most metallic elements remains unknown. The greatest diversity of bats worldwide is in the Neotropical region, where ecotoxicological studies are scarce. Thus, this review provides a current overview of the knowledge available on HMs contamination of Neotropical bats. Analysis of the results of 17 articles published between 2000 and 2023 documented a trend of increasing interest in the topic, although it is incipient and in few countries. Of the 226 species known for the Neotropics, 95 have been investigated for metal concentrations. Seven different matrices were used to assess concentrations of heavy metals in tissues, with fur being the subject of eight studies, highlighting the search for non-invasive analysis. Twenty-one HMs were detected in bats, with mercury being the most common. The highest concentrations of this HM were detected in insectivorous/omnivorous bats, highlighting its magnification in this trophic guild compared to frugivorous bats. Copper, lead, and cadmium did not differ significantly among the other trophic guilds. This review shows that there is knowledge about concentrations of heavy metals in several Neotropical species, but knowledge about the impact of these concentrations on bat health is limited, which highlights the need for research to determine critical concentrations that cause damage to bat health, and that guide conservation actions for their populations, as well as environmental monitoring actions for these pollutants.","2024-03-22","2024-11-11 22:17:18","2025-01-08 21:28:11","2024-11-25 20:23:15","391","","4","196","","Environ Monit Assess","","","","","","","","en","","","","","Springer Link","","","","C:\Users\rober\Zotero\storage\GR6PZU7Z\Vidal et al. - 2024 - Ecotoxicology of heavy metal contamination of Neotropical bats.pdf","","","Bat health; Environment monitoring; Environmental Chemistry; Environmental pollutant; Mercury in bats","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
