Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
7,"M Neyret, G Le Provost, AL Boesing, ...","A slow-fast trait continuum at the whole community level in relation to land-use intensification",2024,"Nature …","nature.com","https://www.nature.com/articles/s41467-024-45113-5","https://scholar.google.com/scholar?cites=11642703250028588780&as_sdt=2005&sciodt=2007&hl=en",217,"2025-01-07 12:13:53","HTML","","","",,,,,7,7.00,2,4,1,"Organismal functional strategies form a continuum from slow- to fast-growing organisms, in response to common drivers such as resource availability and disturbance. However, …","https://www.nature.com/articles/s41467-024-45113-5","https://scholar.google.com/scholar?q=related:7G49k-swk6EJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
12,"SJE Baird, J Petružela, I Jaroň, ...","Genome polarisation for detecting barriers to geneflow",2023,"Methods in Ecology …","Wiley Online Library","https://besjournals.onlinelibrary.wiley.com/doi/abs/10.1111/2041-210X.14010","https://scholar.google.com/scholar?cites=8404776674379443582&as_sdt=2005&sciodt=2007&hl=en",218,"2025-01-07 12:13:53","","10.1111/2041-210X.14010","","",,,,,12,6.00,3,4,2,"Semi‐permeable barriers to geneflow in principle allow distantly related organisms to capture and exchange pre‐adapted genes potentially speeding adaptation. However, describing …","https://besjournals.onlinelibrary.wiley.com/doi/pdf/10.1111/2041-210X.14010","https://scholar.google.com/scholar?q=related:fi3g3NrDo3QJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
0,"C Insuk, N Cheeptham, C Lausen, J Xu","DNA metabarcoding analyses reveal fine-scale microbiome structures on Western Canadian bat wings",2024,"Microbiology Spectrum","journals.asm.org","https://journals.asm.org/doi/abs/10.1128/spectrum.00376-24","",219,"2025-01-07 12:13:53","","10.1128/spectrum.00376-24","","",,,,,0,0.00,0,4,1,"Microbiomes play important roles in host health. White-nose syndrome (WNS), a fungal infection of bat wings and muzzles, has threatened bat populations across North America since …","https://journals.asm.org/doi/pdf/10.1128/spectrum.00376-24","https://scholar.google.com/scholar?q=related:4aWpkZNczEQJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
33,"DS Jacobs, A Bastian","Predator-prey interactions: co-evolution between bats and their prey",2016,"","Springer","https://link.springer.com/content/pdf/10.1007/978-3-319-32492-0.pdf","https://scholar.google.com/scholar?cites=728948087116501601&as_sdt=2005&sciodt=2007&hl=en",220,"2025-01-07 12:13:53","BOOK","10.1007/978-3-319-32492-0","","",,,,,33,3.67,17,2,9,"… Here, we review the non-auditory adaptations of insects, including anti-bat traits such as body size… Finally, we also consider whether these apparent anti-bat traits could have evolved for …","https://science.uct.ac.za/sites/default/files/content_migration/science_uct_ac_za/106/files/Jacobs_and_Bastian_2017_Predator%25E2%2580%2593Prey_Interactions.pdf","https://scholar.google.com/scholar?q=related:YZJHUGy-HQoJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
12,"FZ Farneda, R Rocha, ...","The road to functional recovery: temporal effects of matrix regeneration on Amazonian bats",2018,"Tropical …","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/1940082918777185","https://scholar.google.com/scholar?cites=111450350420616034&as_sdt=2005&sciodt=2007&hl=en",221,"2025-01-07 12:13:53","","10.1177/1940082918777185","","",,,,,12,1.71,4,3,7,"Across the tropics, vast deforested areas are undergoing forest regeneration due to land abandonment. Although secondary forest is an expanding type of landscape matrix that has …","https://journals.sagepub.com/doi/full/10.1177/1940082918777185","https://scholar.google.com/scholar?q=related:YuPp0oDziwEJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
96,"SE Santana, E Cheung","Go big or go fish: morphological specializations in carnivorous bats",2016,"Proceedings of the Royal …","royalsocietypublishing.org","https://royalsocietypublishing.org/doi/abs/10.1098/rspb.2016.0615","https://scholar.google.com/scholar?cites=2015642625523075780&as_sdt=2005&sciodt=2007&hl=en",222,"2025-01-07 12:13:53","","10.1098/rspb.2016.0615","","",,,,,96,10.67,48,2,9,"Specialized carnivory is relatively uncommon across mammals, and bats constitute one of the few groups in which this diet has evolved multiple times. While size and morphological …","https://royalsocietypublishing.org/doi/full/10.1098/rspb.2016.0615","https://scholar.google.com/scholar?q=related:xEpw4EkA-RsJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
183,"L Kazak, ET Chouchani, ...","UCP1 deficiency causes brown fat respiratory chain depletion and sensitizes mitochondria to calcium overload-induced dysfunction",2017,"Proceedings of the …","National Acad Sciences","https://www.pnas.org/doi/abs/10.1073/pnas.1705406114","https://scholar.google.com/scholar?cites=8562403180344499921&as_sdt=2005&sciodt=2007&hl=en",223,"2025-01-07 12:13:53","","10.1073/pnas.1705406114","","",,,,,183,22.88,61,3,8,"Brown adipose tissue (BAT) mitochondria exhibit high oxidative capacity and abundant expression of both electron transport chain components and uncoupling protein 1 (UCP1). UCP1 …","https://www.pnas.org/doi/full/10.1073/pnas.1705406114","https://scholar.google.com/scholar?q=related:0d4btFPE03YJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
16,"J Tyler","What do we know about the economic benefits of the GED? A synthesis of the evidence from recent research",2001,"Retrieved February","Citeseer","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=1986920759fe943ba6a7834a7c098894d086099b","https://scholar.google.com/scholar?cites=9767514253123415173&as_sdt=2005&sciodt=2007&hl=en",224,"2025-01-07 12:13:53","PDF","","","",,,,,16,0.67,16,1,24,"This paper synthesizes new research on the economic impact of the General Educational Development (GED) credential. Four new lessons emerge from research that has been …","https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=1986920759fe943ba6a7834a7c098894d086099b","https://scholar.google.com/scholar?q=related:hWz8c3YujYcJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
0,"T Matacic","A novel index method for write optimization on out-of-core column-store databases",2016,"","digital.maag.ysu.edu","https://digital.maag.ysu.edu:8443/xmlui/bitstream/handle/1989/12095/b22253877.pdf?sequence=2","",225,"2025-01-07 12:13:53","PDF","","","",,,,,0,0.00,0,1,9,"The purpose of this thesis is to extend previous research on write optimization in out-of-core column storage databases. A new type of storage model titled Timestamped Binary …","https://digital.maag.ysu.edu:8443/xmlui/bitstream/handle/1989/12095/b22253877.pdf?sequence=2","https://scholar.google.com/scholar?q=related:2dA6yr3dir0J:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
3,"H Mohmmadzadeh","Case study email spam detection of two metaheuristic algorithm for optimal feature selection",2020,"","preprints.org","https://www.preprints.org/manuscript/202001.0309","https://scholar.google.com/scholar?cites=7463154405624326965&as_sdt=2005&sciodt=2007&hl=en",226,"2025-01-07 12:13:53","","","","",,,,,3,0.60,3,1,5,"Selecting a feature in data mining is one of the most challenging and important activities in pattern recognition. The issue of feature selection is to find the most important subset of the …","https://www.preprints.org/manuscript/202001.0309/download/final_file","https://scholar.google.com/scholar?q=related:NSsh82NzkmcJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
0,"BD Golas","Ecophysiological and Behavioral Determinants of Niche Range in Hibernating Bats Affected by White Nose Syndrome",2022,"","search.proquest.com","https://search.proquest.com/openview/70d1f296e7b8ad548e5d189b6ebf60db/1?pq-origsite=gscholar&cbl=18750&diss=y","",227,"2025-01-07 12:13:53","","","","",,,,,0,0.00,0,1,3,"The restrictions of a fundamental niche range, physiological conditions under which an organism can persist, becomes increasingly important as populations are subjected to extreme …","https://mountainscholar.org/bitstream/10217/235269/1/Golas_colostate_0053A_17032.pdf","https://scholar.google.com/scholar?q=related:o18iNdF6Cz8J:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
0,"A Rehman, JJ Zhang, X Yang","Preserving Empirical Probabilities in BERT for Small-sample Clinical Entity Recognition",2024,"arXiv preprint arXiv:2409.03238","arxiv.org","https://arxiv.org/abs/2409.03238","",228,"2025-01-07 12:13:53","","","","",,,,,0,0.00,0,3,1,"… The bigger documents in the MACCROBAT dataset are broken into smaller chunks to fit the maximum input tokens size of 512. This results in 200 documents being divided into 886 …","https://arxiv.org/pdf/2409.03238","https://scholar.google.com/scholar?q=related:jzFiNo5tGL4J:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
0,"EHSSDU Well","Adelphia Pipeline Company> Quakertown Compressor Station",2018,"","crawler.dep.state.pa.us","https://crawler.dep.state.pa.us/RegionalResources/SERO/SEROPortalFiles/Community%20Info/Adelphia/AQ%20Application%20_Quakertown.pdf","",229,"2025-01-07 12:13:53","PDF","","","",,,,,0,0.00,0,1,7,"1. EXECUTIVE SUMMARY Adelphia Pipeline Company, LLC (Adelphia) is planning to construct a new natural gas compressor station in West Rockhill Township, Bucks County, PA (…","https://crawler.dep.state.pa.us/RegionalResources/SERO/SEROPortalFiles/Community%20Info/Adelphia/AQ%20Application%20_Quakertown.pdf","https://scholar.google.com/scholar?q=related:bSOLY1bFGyYJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
1,"H Mohmmadzadeh","A Combination Approach of Two Metaheuristic Algorithm for Optimal Feature Selection: Case Study Email Spam Detection",2020,"","researchgate.net","https://www.researchgate.net/profile/Hekmat-Mohmmadzadeh/publication/341211530_A_Combination_Approach_of_Two_Metaheuristic_Algorithm_for_Optimal_Feature_Selection_Case_Study_Email_Spam_Detection/links/6038ae1092851c4ed5996e08/A-Combination-Approach-of-Two-Metaheuristic-Algorithm-for-Optimal-Feature-Selection-Case-Study-Email-Spam-Detection.pdf","https://scholar.google.com/scholar?cites=14359408386301346767&as_sdt=2005&sciodt=2007&hl=en",230,"2025-01-07 12:13:53","PDF","","","",,,,,1,0.20,1,1,5,"Selecting a feature in data mining is one of the most challenging and important activities in pattern recognition. The issue of feature selection is to find the most important subset of the …","https://www.researchgate.net/profile/Hekmat-Mohmmadzadeh/publication/341211530_A_Combination_Approach_of_Two_Metaheuristic_Algorithm_for_Optimal_Feature_Selection_Case_Study_Email_Spam_Detection/links/6038ae1092851c4ed5996e08/A-Combination-Approach-of-Two-Metaheuristic-Algorithm-for-Optimal-Feature-Selection-Case-Study-Email-Spam-Detection.pdf","https://scholar.google.com/scholar?q=related:z8NBEtndRscJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
37,"A Bautista, F Castelán, H Pérez-Roldán, ...","Competition in newborn rabbits for thermally advantageous positions in the litter huddle is associated with individual differences in brown fat metabolism",2013,"Physiology & …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0031938413001777","https://scholar.google.com/scholar?cites=10833601139816677611&as_sdt=2005&sciodt=2007&hl=en",231,"2025-01-07 12:13:53","","","","",,,,,37,3.08,9,4,12,"The altricial young of the European rabbit (Oryctolagus cuniculus) are not brooded by the mother, and although they are born into an underground nest, depend importantly on the …","","https://scholar.google.com/scholar?q=related:60AKedauWJYJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
8,"Z Li, A Li, W Dai, H Leng, S Liu, L Jin, K Sun, ...","Skin microbiota variation among bat species in china and their potential defense against pathogens",2022,"Frontiers in …","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fmicb.2022.808788/full","https://scholar.google.com/scholar?cites=3844903766259742620&as_sdt=2005&sciodt=2007&hl=en",232,"2025-01-07 12:13:53","HTML","10.3389/fmicb.2022.808788","","",,,,,8,2.67,1,8,3,"Host-associated skin bacteria are essential for resisting pathogen infections and maintaining health. However, we have little understanding of how chiropteran skin microbiota are …","https://www.frontiersin.org/articles/10.3389/fmicb.2022.808788/full","https://scholar.google.com/scholar?q=related:nDd5r5rXWzUJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
0,"DE BLAKE","MEASUREMENT TECHNOLOGIES SESSION I",1978,"Symposium Proceedings: Process Measurements","osti.gov","https://www.osti.gov/servlets/purl/6191634#page=10","",233,"2025-01-07 12:13:53","PDF","","","",,,,,0,0.00,0,1,47,"… Among his major res ponsibilities is the analytical chemistry phase of the current BAT review proj ects. In this role. Bill handles the development and updating of sampling and analytical …","https://www.osti.gov/servlets/purl/6191634#page=10","https://scholar.google.com/scholar?q=related:Wd2NszQUc2cJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
13,"VA Cramer, KN Armstrong, RD Bullen, ...","Research priorities for the ghost bat (Macroderma gigas) in the Pilbara region of Western Australia",2022,"Australian …","CSIRO Publishing","https://www.publish.csiro.au/am/am21042","https://scholar.google.com/scholar?cites=9190323685233123159&as_sdt=2005&sciodt=2007&hl=en",234,"2025-01-07 12:13:53","","","","",,,,,13,4.33,3,4,3,"The ghost bat (Macroderma gigas) is Australia’s largest echolocating bat. It is restricted to several disjunct populations in the north of the continent, including a population in the Pilbara …","","https://scholar.google.com/scholar?q=related:V98tBbOWin8J:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
0,"P Jansen","Abydos Project-Terrestrial Flora and Fauna Gap Analysis and Risk Assessment",2021,"","dwer.wa.gov.au","https://ftp.dwer.wa.gov.au/permit/9394/3.%20Borrow%20Pit%20-%20Flora%20and%20Fauna%20Review%20and%20Risk%20Asst_OEC%202021.pdf","",235,"2025-01-07 12:13:53","PDF","","","",,,,,0,0.00,0,1,4,"Atlas Iron Pty Ltd (Atlas) is seeking approval for five borrow pits, herein referred to as the ‘Study Area’, required to construct and maintain a haul road between a satellite mine and …","https://ftp.dwer.wa.gov.au/permit/9394/3.%20Borrow%20Pit%20-%20Flora%20and%20Fauna%20Review%20and%20Risk%20Asst_OEC%202021.pdf","https://scholar.google.com/scholar?q=related:R2AbHhJ3QHcJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
0,"B Partee, M Rooth","Use_and_Interpretations de Gruyter",1982,"","semanticsarchive.net","https://semanticsarchive.net/Archive/ThiYWY5Y/BHP_Rooth83Generalized%20Conjunction.pdf","",236,"2025-01-07 12:13:53","PDF","","","",,,,,0,0.00,0,2,43,"… We assume familiarity with rm, bat review the type theory here for future reference. The kk types are e and t, the types of entities and truth-values (sentence extensions) respectively. …","https://semanticsarchive.net/Archive/ThiYWY5Y/BHP_Rooth83Generalized%20Conjunction.pdf","https://scholar.google.com/scholar?q=related:p2fScYw9XkQJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
7,"M Ange-Stark, KL Parise, TL Cheng, JR Hoyt, ...","White-nose syndrome restructures bat skin microbiomes",2023,"Microbiology …","Am Soc Microbiol","https://journals.asm.org/doi/abs/10.1128/spectrum.02715-23","https://scholar.google.com/scholar?cites=6582027475994350896&as_sdt=2005&sciodt=2007&hl=en",237,"2025-01-07 12:13:53","","10.1128/spectrum.02715-23","","",,,,,7,3.50,1,5,2,"The skin microbiome is an essential line of host defense against pathogens, yet our understanding of microbial communities and how they change when hosts become infected is limited…","https://journals.asm.org/doi/pdf/10.1128/spectrum.02715-23","https://scholar.google.com/scholar?q=related:MBWByB0PWFsJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
1,"J Maugoust","Endocranial structures of Chiroptera (Mammalia): contribution from fossils",2021,"","theses.hal.science","https://theses.hal.science/tel-03720878/","https://scholar.google.com/scholar?cites=6966096607614544773&as_sdt=2005&sciodt=2007&hl=en",238,"2025-01-07 12:13:53","","","","",,,,,1,0.25,1,1,4,"The brain is the integrative center of all incoming and outgoing signals of the body. As such, the study of the brain may help to infer the paleobiology of extinct species and to discuss the …","https://theses.hal.science/tel-03720878/document","https://scholar.google.com/scholar?q=related:hSvr5_SLrGAJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
8,"OM Camacho, A Eldridge, CJ Proctor, ...","Empirical characterisation of ranges of mainstream smoke toxicant yields from contemporary cigarette products using quantile regression methodology",2015,"Regulatory Toxicology …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0273230015001294","https://scholar.google.com/scholar?cites=13344557657467018761&as_sdt=2005&sciodt=2007&hl=en",239,"2025-01-07 12:13:53","HTML","","","",,,,,8,0.80,2,4,10,"Approximately 100 toxicants have been identified in cigarette smoke, to which exposure has been linked to a range of serious diseases in smokers. Smoking machines have been used …","https://www.sciencedirect.com/science/article/pii/S0273230015001294","https://scholar.google.com/scholar?q=related:CV4KqnxkMbkJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
77,"A Arrizabalaga‐Escudero, EL Clare, ...","Assessing niche partitioning of co‐occurring sibling bat species by DNA metabarcoding",2018,"Molecular …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/mec.14508","https://scholar.google.com/scholar?cites=2172614125428022678&as_sdt=2005&sciodt=2007&hl=en",240,"2025-01-07 12:13:53","","10.1111/mec.14508","","",,,,,77,11.00,26,3,7,"Niche partitioning through foraging is a mechanism likely involved in facilitating the coexistence of ecologically similar and co‐occurring animal species by separating their use of …","https://onlinelibrary.wiley.com/doi/pdf/10.1111/mec.14508","https://scholar.google.com/scholar?q=related:lh0iPAmtJh4J:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
3,"PS Salazar-Hamm, JJM Hathaway, AS Winter, ...","Great diversity of KSα sequences from bat-associated microbiota suggests novel sources of uncharacterized natural products",2022,"FEMS …","academic.oup.com","https://academic.oup.com/femsmicrobes/article-abstract/doi/10.1093/femsmc/xtac012/6569701","https://scholar.google.com/scholar?cites=17233847773443667437&as_sdt=2005&sciodt=2007&hl=en",241,"2025-01-07 12:13:53","","10.1093/femsmc/xtac012/6569701","","",,,,,3,1.00,1,4,3,"Polyketide synthases (PKSs) are multidomain enzymes in microorganisms that synthesize complex, bioactive molecules. PKS II systems are iterative, containing only a single …","https://academic.oup.com/femsmicrobes/article/doi/10.1093/femsmc/xtac012/6569701","https://scholar.google.com/scholar?q=related:7TVEuT3tKu8J:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
1,"M Montoya-Giraldo, KR Piper, ...","Ecology shapes the genomic and biosynthetic diversification of Streptomyces bacteria from insectivorous bats",2024,"Microbial …","microbiologyresearch.org","https://www.microbiologyresearch.org/content/journal/mgen/10.1099/mgen.0.001238","https://scholar.google.com/scholar?cites=3193567331485914728&as_sdt=2005&sciodt=2007&hl=en",242,"2025-01-07 12:13:53","","10.1099/mgen.0.001238","","",,,,,1,1.00,0,3,1,"Streptomyces are prolific producers of secondary metabolites from which many clinically useful compounds have been derived. They inhabit diverse habitats but have rarely been …","https://www.microbiologyresearch.org/content/journal/mgen/10.1099/mgen.0.001238?crawler=true","https://scholar.google.com/scholar?q=related:aJaCV5HUUSwJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
0,"Q Lian, Y Nie, W Zhao","Causal association of sex hormones with osteoporosis: a two-sample Mendelian randomization study",2023,"","researchsquare.com","https://www.researchsquare.com/article/rs-3545090/latest","",243,"2025-01-07 12:13:53","","","","",,,,,0,0.00,0,3,2,"… Upon completing the instrumental variable screening process, this study pinpointed 174 independent SNPs for the TT dataset, 80 for the BAT dataset, 166 for the SHBG dataset, and 9 …","https://www.researchsquare.com/article/rs-3545090/latest.pdf","https://scholar.google.com/scholar?q=related:q7oNeylZz00J:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
94,"CA Hamilton, RA St Laurent, K Dexter, IJ Kitching, ...","Phylogenomics resolves major relationships and reveals significant diversification rate shifts in the evolution of silk moths and relatives",2019,"BMC evolutionary …","Springer","https://link.springer.com/article/10.1186/s12862-019-1505-1","https://scholar.google.com/scholar?cites=12836303764867003681&as_sdt=2005&sciodt=2007&hl=en",244,"2025-01-07 12:13:53","HTML","10.1186/s12862-019-1505-1","","",,,,,94,15.67,19,5,6,"Background Silkmoths and their relatives constitute the ecologically and taxonomically diverse superfamily Bombycoidea, which includes some of the most charismatic species of …","https://link.springer.com/article/10.1186/s12862-019-1505-1","https://scholar.google.com/scholar?q=related:ITXotUO2I7IJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
0,"E Crisol-Martínez","Opportunities and challenges for conservation of birds and insectivorous bats in macadamia orchards in Australia",2016,"","researchgate.net","https://www.researchgate.net/profile/Eduardo-Crisol-Martinez/publication/326853775_PhD_thesis_Opportunities_and_challenges_for_conservation_of_birds_and_insectivorous_bats_in_macadamia_orchards_in_Australia/links/5b6974ac45851546c9f69672/PhD-thesis-Opportunities-and-challenges-for-conservation-of-birds-and-insectivorous-bats-in-macadamia-orchards-in-Australia.pdf","",245,"2025-01-07 12:13:53","PDF","","","",,,,,0,0.00,0,1,9,"This study was carried out to increase the ecological knowledge of birds and insectivorous bats in agricultural areas, in order to identify opportunities and challenges for their …","https://www.researchgate.net/profile/Eduardo-Crisol-Martinez/publication/326853775_PhD_thesis_Opportunities_and_challenges_for_conservation_of_birds_and_insectivorous_bats_in_macadamia_orchards_in_Australia/links/5b6974ac45851546c9f69672/PhD-thesis-Opportunities-and-challenges-for-conservation-of-birds-and-insectivorous-bats-in-macadamia-orchards-in-Australia.pdf","https://scholar.google.com/scholar?q=related:ZReo0DnfCRIJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
36,"SGR Rai","University",2017,"","uni-goettingen.de","https://www.uni-goettingen.de/de/document/download/c9ba714ade1cc6dacf4aae156a8e64d5.pdf/MasterThesis_B09_Neil_Jun_Lobite.pdf","https://scholar.google.com/scholar?cites=2474657928540335559&as_sdt=2005&sciodt=2007&hl=en",246,"2025-01-07 12:13:53","PDF","","","",,,,,36,4.50,36,1,8,"UNIVERSITY OF THE Master of Scien IMPACTS OF LOWLAND RAI RUBBER AND OIL PALM O Date: JUNE 2017 This thesis can be made available Page 1 UNIVERSITY OF THE …","https://www.uni-goettingen.de/de/document/download/c9ba714ade1cc6dacf4aae156a8e64d5.pdf/MasterThesis_B09_Neil_Jun_Lobite.pdf","https://scholar.google.com/scholar?q=related:xy1AU0bAVyIJ:scholar.google.com/&scioq=%22bat+review%22%7C%22bat+dataset%22%7C%22bat+global+assessment%22%7C%22bat+traits%22%7C%22bat+functional+traits%22%7C%22bat+meta+analysis%22%7C%22bat+data+paper%22&hl=en&as_sdt=2007"
